Birth_Year,Education_Level,Annual_Income,Kids_Home,Teens_Home,Last_Purchase_Recency,Spent_Wine,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Deals_Purchased,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Campaign1_Accepted,Campaign2_Accepted,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Filed_Complaint,Contact_Cost,Revenue_Contribution,Campaign_Response,Country,City,Region_Code,Mobile_App_User,Email_Subscriber,Referred_By_Friend,Social_Media_User,Membership_Tier,Total_Amount_Spent,Customer_Age,Family_Size,Senior_Citizen,Device_Type_Mobile,Device_Type_Tablet,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Total_kids,Income_per_person,Cluster,PCA1,PCA2,High_Spender
1984,3,44953.47,2,2,84,593,58,456,17,187,208,8,9,1,6,3,1,1,0,1,0,0,3,11,1,UK,London,461,1,1,1,1,2,1519,41,4,0,False,False,False,False,False,False,4,8990.694,0,0.20921880960950304,-0.2422157502764864,True
1964,3,73995.56,0,1,0,49,49,218,146,46,444,1,4,6,3,3,0,1,0,1,1,1,3,11,0,USA,London,481,1,1,1,0,3,952,61,1,1,True,False,False,False,False,True,1,36997.78,2,-0.836674855038252,0.2674180893330777,False
1972,0,38753.36,2,2,78,955,17,745,154,137,124,0,1,4,7,14,0,1,0,0,0,1,3,11,0,USA,Mumbai,233,1,0,1,0,0,2132,53,5,0,True,False,True,False,False,False,4,6458.893333333333,0,0.36991254516395966,-1.3437819205636157,True
1999,1,81718.15,0,2,73,469,6,420,29,45,117,1,5,0,8,13,0,0,0,1,0,0,3,11,0,UK,Berlin,177,1,1,1,1,3,1086,26,3,0,False,False,True,False,False,False,2,20429.5375,1,-1.927030051174873,1.5419753294660279,False
1977,0,67581.89,2,0,58,808,60,114,128,73,262,2,6,3,8,17,0,0,1,1,1,1,3,11,0,Brazil,New York,706,1,1,0,1,3,1445,48,3,0,True,False,False,False,True,False,2,16895.4725,1,-0.9155327106929887,0.41807168120602684,False
1980,2,56022.47,2,0,98,484,67,500,135,7,345,1,2,2,3,18,0,0,0,0,0,0,3,11,1,India,London,556,1,1,1,0,0,1538,45,3,0,False,False,False,False,True,False,2,14005.6175,1,-0.358097937113428,1.0406157824622055,True
1947,1,58412.65,1,0,24,857,16,12,62,81,440,0,3,0,9,3,0,0,0,0,0,0,3,11,0,UK,São Paulo,963,1,1,1,0,0,1468,78,1,1,True,False,False,False,False,True,1,29206.325,2,0.17257177206153948,-0.21326858181201014,True
1950,1,36241.9,2,2,31,497,82,148,149,177,441,6,4,4,1,16,0,0,0,1,0,1,3,11,0,Germany,Berlin,469,1,0,0,0,1,1494,75,4,1,False,False,False,False,False,True,4,7248.38,0,1.5012459828143048,-1.701411136341286,True
1961,1,46021.57,2,0,30,331,68,266,147,75,23,4,0,2,8,10,1,0,1,1,0,0,3,11,1,India,Mumbai,379,1,1,1,1,3,910,64,2,1,True,False,False,False,False,False,2,15340.523333333333,2,0.8400304386707672,0.16756976015969113,False
1990,0,71620.99,2,0,73,965,54,459,141,148,16,1,7,3,9,11,0,1,1,1,0,0,3,11,1,Brazil,Mumbai,946,1,1,0,1,0,1783,35,2,0,False,False,False,True,False,False,2,23873.663333333334,1,-1.7412237455265815,0.43825386440947417,True
1963,1,40782.06,1,1,2,144,12,13,146,113,185,3,3,2,0,11,1,0,1,0,1,1,3,11,0,India,São Paulo,568,1,1,0,0,0,613,62,2,1,True,False,False,False,False,False,2,13594.019999999999,2,1.0545083607176886,-0.07402914787119862,False
1980,0,65916.98,1,1,85,205,75,249,294,153,319,2,9,1,4,16,0,0,1,1,1,1,3,11,1,India,Mumbai,320,1,1,1,0,1,1295,45,3,0,True,False,True,False,False,False,2,16479.245,1,-0.6608159773398327,1.194215982331072,False
1956,1,29344.4,2,0,65,905,67,419,92,138,269,5,4,4,9,1,0,0,0,1,0,0,3,11,1,India,São Paulo,760,1,0,0,0,0,1890,69,3,1,False,True,False,False,True,False,2,7336.1,0,1.149103609687145,-0.6081820970159545,True
1951,0,32027.62,0,1,86,89,88,396,293,10,131,2,3,2,5,14,1,1,0,1,1,1,3,11,0,UK,London,916,0,1,0,0,0,1007,74,1,1,False,True,False,False,False,False,1,16013.81,1,1.91330747759767,1.4536653940544861,False
1996,1,78520.77,2,2,40,882,94,698,25,179,207,9,1,6,9,16,0,1,1,1,0,0,3,11,1,India,New York,154,0,0,0,0,0,2085,29,5,0,False,False,False,False,True,False,4,13086.795,3,-2.39018547379542,-1.459064960543045,True
1985,2,49822.44,1,1,61,450,39,580,176,157,275,8,8,2,1,9,0,1,0,0,1,0,3,11,1,USA,São Paulo,658,0,0,0,0,1,1677,40,3,0,False,False,False,False,True,False,2,12455.61,1,-0.6254186704365543,0.04608658919138442,True
1971,2,41922.5,1,0,52,169,14,276,99,173,416,6,0,4,0,16,0,1,1,1,1,0,3,11,1,Germany,Mumbai,609,1,1,0,0,0,1147,54,1,0,False,False,False,False,False,False,1,20961.25,1,0.4363592296274411,0.8180202257183914,False
1954,2,70441.11,0,2,87,237,27,352,19,128,485,2,0,0,4,11,0,0,1,1,1,0,3,11,1,India,London,309,0,0,1,1,1,1248,71,2,1,True,False,False,False,False,False,2,23480.37,0,0.14551747345330107,1.13794359974763,False
1955,3,68687.32,1,2,95,462,56,107,152,179,48,9,7,2,1,15,0,1,1,1,1,0,3,11,1,India,New York,720,0,0,1,1,2,1004,70,3,1,False,False,False,False,False,True,3,17171.83,0,0.5920527013651844,1.1572105105319632,False
1993,0,63811.32,1,1,32,399,63,191,135,14,145,3,0,0,5,0,0,1,0,0,1,1,3,11,0,UK,New York,783,1,0,0,0,0,947,32,2,0,True,False,False,True,False,False,2,21270.44,3,-1.0962020623911954,0.6135314572879149,False
1961,0,41451.53,2,0,90,165,74,80,110,27,283,1,5,5,8,13,0,1,0,0,0,0,3,11,0,India,London,573,1,1,0,0,1,739,64,2,1,True,False,False,False,False,True,2,13817.176666666666,0,1.5530575277443708,1.614500280644768,False
1967,1,45696.24,0,0,12,653,92,448,103,190,337,0,2,6,0,17,1,1,0,0,0,1,3,11,1,USA,Berlin,443,0,0,0,0,3,1823,58,0,0,False,False,False,True,False,False,0,45696.24,2,-0.5419961807612361,-0.45201912488750257,True
1959,2,54674.43,1,1,38,419,4,434,127,57,52,1,5,9,6,14,0,1,1,1,0,1,3,11,0,Germany,São Paulo,907,0,1,1,0,3,1093,66,2,1,True,False,False,False,False,False,2,18224.81,2,0.4475672752416758,0.17340127060797772,False
1972,3,60415.99,1,1,28,396,61,196,20,196,11,1,7,0,9,7,0,0,1,0,1,1,3,11,0,USA,São Paulo,502,1,0,1,0,0,880,53,2,0,True,False,False,True,False,False,2,20138.663333333334,3,-0.1582396853498889,0.41065504952801823,False
1949,0,42372.75,2,1,24,186,41,331,202,172,484,5,0,5,3,19,1,0,1,0,1,1,3,11,0,Germany,London,889,0,0,1,0,3,1416,76,4,1,False,True,True,False,False,False,3,8474.55,2,1.138797178998064,-1.2263280544062913,False
1979,1,52561.06,2,0,18,666,65,24,174,168,112,3,0,7,0,3,0,1,0,1,0,0,3,11,1,Germany,New York,317,0,1,1,0,0,1209,46,2,0,True,False,False,False,False,True,2,17520.353333333333,3,-0.4126623386676622,-0.26493075825271095,False
1971,1,54010.87,2,1,64,263,19,792,89,71,83,3,5,2,5,4,1,1,0,1,0,0,3,11,1,UK,Berlin,620,0,0,0,0,1,1317,54,3,0,False,False,False,False,False,True,3,13502.7175,0,0.17888333001977333,0.05631778431392738,False
1989,2,69301.55,2,1,98,86,85,139,70,37,196,3,7,2,3,5,1,0,1,0,0,1,3,11,1,India,Berlin,725,1,1,0,1,0,613,36,3,0,False,False,False,False,False,True,3,17325.3875,1,-0.33366704079766146,2.0187544979467145,False
1999,1,61316.99,0,1,15,232,39,10,140,37,361,4,3,2,3,17,1,0,0,1,0,0,3,11,0,UK,Berlin,872,1,1,0,0,0,819,26,2,0,True,False,False,False,True,False,1,20438.996666666666,3,-1.3707785298550537,0.9053913022733535,False
1972,0,27397.98,2,0,71,308,26,605,239,179,185,8,7,3,5,1,0,0,1,0,1,0,3,11,0,UK,Berlin,652,1,1,1,0,0,1542,53,3,0,False,False,False,False,True,False,2,6849.495,1,0.971177985088314,0.08674597381421158,True
1941,1,46795.55,0,2,70,714,20,303,87,45,291,6,2,3,5,13,0,1,1,1,1,0,3,11,0,Germany,New York,236,0,1,0,1,0,1460,84,2,1,True,False,False,False,False,False,2,15598.516666666668,0,1.339387177646034,0.13494125674848512,True
1972,1,36068.25,1,0,84,132,19,336,151,52,446,4,5,9,8,2,1,0,1,1,1,0,3,11,0,USA,London,768,1,0,1,0,2,1136,53,1,0,True,False,False,False,False,False,1,18034.125,1,0.8593814407826531,1.454576770186166,False
1972,2,58521.31,1,0,74,644,31,386,225,29,319,0,3,8,7,15,1,0,1,0,1,1,3,11,0,USA,Berlin,995,1,0,0,0,1,1634,53,2,0,False,False,False,False,True,False,1,19507.103333333333,1,-0.5616084649545878,0.8295803297602868,True
1980,0,63847.3,2,2,89,472,53,176,38,131,10,6,7,4,7,14,0,0,1,1,1,1,3,11,0,Brazil,New York,141,0,0,1,1,1,880,45,4,0,False,False,False,False,False,True,4,12769.460000000001,0,0.10859579053224874,0.8816520599558264,False
1952,2,51523.34,2,0,59,849,35,558,195,129,114,8,5,3,8,0,0,1,1,0,1,0,3,11,0,UK,São Paulo,417,0,1,1,0,3,1880,73,3,1,False,False,False,False,True,False,2,12880.835,0,0.32579264027590316,-0.5125586058099714,True
1969,1,45978.09,2,2,78,303,57,657,83,62,424,6,2,8,3,6,0,1,1,0,1,0,3,11,1,USA,Berlin,146,1,1,0,0,3,1586,56,4,0,False,False,False,True,False,False,4,9195.617999999999,0,0.6193644930657967,-0.5678386123279803,True
1972,2,51037.55,1,2,56,758,66,512,204,84,287,2,5,9,6,4,0,1,1,0,1,0,3,11,1,USA,Mumbai,471,0,0,1,0,3,1911,53,3,0,False,True,False,False,False,True,3,12759.3875,0,-0.2676196698502801,-0.9222955660939971,True
1952,2,53133.79,1,2,44,761,71,581,56,188,128,4,4,3,4,17,1,1,1,0,0,1,3,11,1,India,Mumbai,529,1,1,0,0,0,1785,73,4,1,False,True,False,False,True,False,3,10626.758,0,0.39895441773224083,-1.148707952375447,True
1991,0,40398.51,1,2,51,754,29,225,150,124,405,7,8,0,0,17,0,1,1,0,1,1,3,11,0,Brazil,New York,679,0,0,0,1,0,1687,34,3,0,False,False,False,False,False,False,3,10099.6275,3,-0.3576526926521694,-0.6947234123147171,True
1965,0,31719.33,0,0,5,279,67,644,171,160,149,6,9,6,2,17,0,0,0,0,0,0,3,11,0,USA,São Paulo,564,0,1,1,0,0,1470,60,1,0,True,False,False,False,True,False,0,15859.665,2,0.36681932875355716,-0.3024176888871098,True
1961,2,19247.91,1,2,59,200,6,514,76,120,437,4,1,9,6,17,0,1,1,0,1,1,3,11,1,UK,São Paulo,122,1,1,1,1,0,1353,64,4,1,True,False,True,False,False,False,3,3849.582,0,1.9540357738679546,-0.5569493745926373,False
1978,0,69007.73,2,1,36,490,23,601,163,57,460,9,7,8,2,6,1,1,0,1,0,0,3,11,0,USA,São Paulo,867,1,0,1,0,3,1794,47,4,0,True,False,False,False,True,False,3,13801.545999999998,3,-1.2780686337166933,-0.9469162444068924,True
1941,2,57445.49,0,2,53,970,8,743,55,91,174,8,9,7,8,2,0,1,1,0,1,0,3,11,1,UK,London,120,0,1,0,0,1,2041,84,2,1,False,False,False,False,False,True,2,19148.496666666666,2,0.3060759405776781,-0.8766679701151631,True
1977,2,55437.67,0,2,3,717,33,453,168,168,324,9,1,8,3,2,0,1,1,0,0,1,3,11,0,India,New York,639,0,1,1,0,0,1863,48,3,0,False,False,False,False,True,False,2,13859.4175,3,-1.090964301744259,-1.4315400654205108,True
1978,2,68977.98,0,0,82,297,98,778,74,8,286,3,0,3,1,18,0,1,1,0,0,0,3,11,0,USA,Berlin,350,0,1,1,0,0,1541,47,0,0,True,False,False,False,False,False,0,68977.98,1,-1.2549524989855867,1.7459041566176097,True
1965,1,31167.98,1,1,46,136,72,295,143,97,335,6,4,9,5,2,1,0,1,0,1,0,3,11,1,India,Berlin,535,1,1,1,0,0,1078,60,2,0,False,False,False,True,False,False,2,10389.326666666666,2,1.2873444874925997,0.15485500564498803,False
1985,1,23965.54,1,2,84,447,54,101,272,146,29,5,8,3,6,15,1,0,0,0,0,0,3,11,0,Brazil,Berlin,144,1,0,0,1,3,1049,40,4,0,True,False,True,False,False,False,3,4793.108,0,1.2868953558334908,0.6195580081123363,False
1997,1,55763.48,1,1,36,196,78,63,158,92,345,2,8,0,8,8,1,0,1,0,0,0,3,11,1,USA,New York,863,0,0,1,0,2,932,28,2,0,False,False,False,False,False,True,2,18587.826666666668,3,-0.8635077303395998,0.6626455002763191,False
1989,0,54399.07,1,2,81,889,11,591,199,119,210,1,6,5,0,7,1,1,1,1,1,1,3,11,1,USA,New York,138,0,0,0,0,0,2019,36,3,0,False,True,False,False,False,False,3,13599.7675,1,-0.9590579738037515,-0.36148952003885143,True
1954,2,24030.4,2,0,41,90,57,723,268,113,136,4,9,1,5,14,0,1,0,0,0,0,3,11,0,Germany,New York,700,0,0,0,1,1,1387,71,3,1,False,False,True,False,False,False,2,6007.6,2,1.7060447360106454,-0.5260073278191635,False
1973,2,55392.82,0,1,47,906,58,83,150,43,437,6,9,8,4,14,0,0,1,0,0,1,3,11,1,India,Berlin,416,0,1,0,1,0,1677,52,2,0,False,False,False,False,True,False,1,18464.273333333334,1,-0.671587175492215,0.17486741402271994,True
1981,1,43996.66,0,1,99,731,67,473,260,72,338,8,7,0,1,8,0,0,0,0,0,0,3,11,1,UK,Berlin,621,1,0,0,0,0,1941,44,2,0,True,False,True,False,False,False,1,14665.553333333335,1,-0.36691753202746036,0.8678143277346111,True
1994,2,37893.68,0,0,60,648,16,313,258,6,324,0,5,6,5,16,0,0,0,0,0,1,3,11,0,UK,New York,315,0,1,0,1,0,1565,31,0,0,True,False,False,True,False,False,0,37893.68,1,-0.680220062461661,1.0385914973851336,True
1983,0,44998.64,0,0,61,844,72,226,126,30,122,1,1,9,0,18,1,0,0,1,0,0,3,11,1,USA,Berlin,512,1,1,1,0,3,1420,42,1,0,False,True,True,False,False,False,0,22499.32,1,-0.4556841614600903,1.2399479810615808,False
1988,1,13377.07,0,0,54,60,94,743,297,66,265,0,7,7,8,5,0,0,0,1,0,1,3,11,0,USA,Mumbai,147,1,0,1,0,1,1525,37,1,0,False,False,True,False,False,False,0,6688.535,1,0.5711492723125572,0.6485893036451823,True
1979,3,41129.39,2,0,36,850,29,255,297,135,96,3,3,4,5,1,0,0,0,0,0,1,3,11,1,Germany,São Paulo,907,1,1,0,1,2,1662,46,3,0,False,True,False,False,True,False,2,10282.3475,3,-0.184793918004605,-0.606854619845217,True
1950,3,39435.58,2,1,14,71,62,236,280,72,249,8,2,0,2,7,0,1,1,0,0,1,3,11,1,Germany,London,349,1,1,1,1,0,970,75,4,1,False,False,False,False,True,False,3,7887.116,2,1.5278815607725384,-0.8727898355538452,False
2000,1,58356.54,0,0,58,822,61,489,95,52,216,7,1,0,1,13,0,0,0,1,0,1,3,11,0,Brazil,São Paulo,223,0,1,1,0,1,1735,25,0,0,False,False,False,False,False,True,0,58356.54,1,-1.91679264025425,1.0431897150914724,True
1942,3,47626.55,0,1,62,451,61,664,79,14,391,3,8,4,8,4,1,0,1,1,0,0,3,11,0,Brazil,New York,869,1,1,0,1,0,1660,83,2,1,True,False,False,False,True,False,1,15875.516666666668,2,0.8950455304658135,0.17990752932728543,True
1998,1,59583.03,1,2,65,875,17,285,74,7,183,9,3,0,9,3,1,0,0,1,1,1,3,11,1,USA,Berlin,691,0,0,0,0,3,1441,27,4,0,True,False,True,False,False,False,3,11916.606,3,-1.1353238526513718,0.19254904257559444,False
1945,1,11756.91,0,2,41,792,20,679,151,123,281,5,0,8,5,13,0,1,1,0,1,1,3,11,0,Brazil,New York,275,0,0,0,1,1,2046,80,2,1,False,False,False,True,False,False,2,3918.97,2,2.015057775621328,-1.603248405251873,True
1948,1,37413.53,2,0,30,638,80,536,104,86,287,5,9,9,0,0,0,1,1,0,1,0,3,11,1,Brazil,Berlin,767,0,1,0,1,0,1731,77,3,1,True,False,False,False,True,False,2,9353.3825,2,1.0071285786463657,-1.1160700576673113,True
1945,3,58339.96,1,0,5,198,34,9,87,192,124,2,1,8,1,1,0,0,0,0,0,0,3,11,1,India,Mumbai,502,1,1,1,1,0,644,80,1,1,False,False,False,False,False,True,1,29169.98,2,0.801504354718157,0.4560788223141179,False
1948,0,45367.03,2,1,18,823,16,364,125,45,214,0,3,8,1,17,1,1,1,1,1,0,3,11,1,Germany,London,523,0,0,0,1,0,1587,77,3,1,True,False,False,False,False,True,3,11341.7575,2,0.8707193636834889,-1.5547802542104632,True
1978,1,62681.91,1,1,37,282,80,312,45,99,11,7,7,6,8,14,0,0,0,1,0,1,3,11,1,Germany,São Paulo,739,1,1,1,0,0,829,47,3,0,False,False,True,False,False,False,2,15670.4775,3,-0.37405394608999926,0.7418419678660488,False
1970,1,22930.96,1,2,78,999,88,674,64,6,421,5,4,9,0,15,0,1,1,0,1,1,3,11,1,Brazil,São Paulo,414,1,0,1,1,3,2252,55,4,0,False,False,False,False,True,False,3,4586.192,0,0.8560196448533854,-1.2294753521886634,True
1971,2,60966.66,0,1,32,754,53,282,139,77,287,4,2,8,7,5,0,1,1,0,1,1,3,11,0,Brazil,Mumbai,711,0,0,1,1,1,1592,54,2,0,True,False,False,False,True,False,1,20322.22,2,-0.8602715393377329,0.01408167236482822,True
1980,1,40412.91,2,0,89,150,76,251,86,9,95,6,1,6,7,5,0,0,0,0,1,1,3,11,1,India,São Paulo,511,0,0,1,0,0,667,45,2,0,False,False,False,False,False,True,2,13470.970000000001,1,0.9576133452837684,1.8306311404048714,False
1989,1,38957.04,2,2,52,39,23,573,263,84,153,5,3,0,7,12,1,0,0,0,0,1,3,11,1,UK,Mumbai,239,1,0,0,0,0,1135,36,5,0,False,False,False,False,True,False,4,6492.84,3,0.3922654222092972,-0.437600705626587,False
1951,0,64865.71,0,2,29,370,14,719,267,97,129,7,1,9,6,3,0,0,1,0,1,0,3,11,0,USA,São Paulo,359,1,0,0,0,1,1596,74,3,1,False,True,True,False,False,False,2,16216.4275,2,-0.1606134475447164,-0.6353402433701648,True
1947,1,67428.52,1,0,74,476,84,412,80,162,477,4,7,4,4,15,0,0,1,1,0,0,3,11,1,India,Berlin,838,1,1,1,0,3,1691,78,1,1,True,False,False,True,False,False,1,33714.26,2,-0.07493188927520679,0.649401837601254,True
1947,2,65520.5,1,1,64,57,75,354,221,103,166,8,6,2,8,7,0,1,1,0,0,1,3,11,0,Germany,São Paulo,964,1,0,1,1,2,976,78,3,1,False,False,True,False,False,False,2,16380.125,0,0.6854672034937211,0.8999792239850457,False
1989,1,80579.63,2,0,13,547,13,148,234,47,354,9,3,0,9,9,0,0,1,1,0,1,3,11,0,UK,Berlin,750,1,0,1,1,1,1343,36,3,0,False,False,False,False,True,False,2,20144.9075,3,-2.1044255368229865,-0.16161403345902642,False
1967,2,69002.05,0,1,9,252,46,168,76,190,260,8,8,8,1,12,1,1,0,1,1,0,3,11,1,USA,New York,891,0,0,0,0,1,992,58,2,0,False,False,True,False,False,False,1,23000.683333333334,2,-0.7101910821132935,0.3749852036800229,False
2001,0,38068.45,0,2,16,713,91,414,124,188,211,4,5,2,8,5,1,1,1,1,1,1,3,11,1,Germany,Mumbai,322,0,0,0,1,0,1741,24,2,0,True,False,False,False,False,False,2,12689.483333333332,3,-1.0475002939744578,-0.990472504827961,True
1959,2,52124.57,2,0,74,415,88,146,264,96,59,6,7,6,2,17,0,0,0,1,0,0,3,11,1,UK,New York,143,0,1,1,1,1,1068,66,2,1,True,False,False,False,False,False,2,17374.856666666667,0,0.8038398161424953,0.9411243311911786,False
2001,1,44597.03,1,2,14,238,91,491,118,140,208,1,3,3,6,3,0,0,1,0,1,1,3,11,0,Germany,Berlin,830,1,0,1,1,0,1286,24,4,0,False,False,False,False,True,False,3,8919.405999999999,3,-0.8061573113506681,-0.8220007264260747,False
1986,0,80436.35,1,2,75,383,30,293,283,94,406,4,5,9,2,17,1,1,1,1,0,1,3,11,1,UK,New York,210,0,0,1,0,3,1489,39,4,0,False,False,False,False,True,False,3,16087.27,1,-1.5572795085759228,0.47133829854141335,True
1998,1,66573.05,0,0,2,406,99,3,209,52,480,5,9,6,5,15,0,1,1,1,1,0,3,11,1,UK,São Paulo,514,0,1,1,0,3,1249,27,0,0,True,False,False,True,False,False,0,66573.05,3,-2.1492463299835,0.5726510820217391,False
1946,2,47166.8,1,2,21,167,79,77,169,98,115,3,5,7,8,3,0,1,1,0,0,0,3,11,0,Germany,Berlin,521,1,0,0,1,3,705,79,4,1,False,False,True,False,False,False,3,9433.36,2,1.6070080566034752,-0.32241745842285213,False
1950,2,63168.65,1,1,55,110,57,576,288,8,443,2,4,1,5,0,0,0,1,0,1,1,3,11,1,USA,Berlin,395,1,0,1,0,1,1482,75,2,1,True,False,False,True,False,False,2,21056.216666666667,2,0.20538814610620693,0.039391031886917525,True
1959,1,31517.02,1,0,58,431,39,103,64,69,39,8,3,1,1,3,1,1,1,1,1,1,3,11,0,Germany,Berlin,237,1,1,1,0,1,745,66,2,1,False,True,False,False,True,False,1,10505.673333333334,2,1.6804375134075749,1.265854632574417,False
1955,2,53753.93,2,1,25,919,61,594,191,194,493,5,4,0,0,4,0,0,0,0,1,1,3,11,1,Germany,London,732,1,1,1,0,0,2452,70,4,1,True,False,False,False,True,False,3,10750.786,0,-0.4018237676795596,-2.401420842160045,True
1943,0,35931.16,0,1,49,724,53,47,121,103,364,8,7,6,4,5,1,1,0,1,0,0,3,11,1,USA,New York,463,0,0,1,0,3,1412,82,1,1,True,False,False,False,False,True,1,17965.58,2,1.4742248118005583,0.11280599429066036,False
1945,0,24671.12,2,1,86,678,59,415,210,141,203,8,4,1,1,0,1,0,0,0,0,1,3,11,0,Brazil,Berlin,921,1,1,0,0,2,1706,80,3,1,False,False,False,True,False,False,3,6167.78,0,2.1895320860655096,-0.521626894461996,True
1997,1,61768.04,2,0,79,295,92,263,3,13,312,2,1,2,8,6,1,0,0,0,0,1,3,11,1,USA,New York,768,0,1,0,0,0,978,28,3,0,False,False,False,False,True,False,2,15442.01,1,-0.8831794117841912,1.5780867172443032,False
1961,1,63628.87,1,1,60,284,10,644,6,176,58,9,2,5,0,5,1,1,1,1,0,1,3,11,1,UK,London,535,0,0,0,1,3,1178,64,2,1,True,False,False,False,False,False,2,21209.623333333333,0,0.06535668576306679,0.6408460822429944,False
1965,2,56858.19,0,0,54,300,25,711,111,192,283,3,2,1,3,12,0,1,0,0,0,1,3,11,0,USA,Berlin,581,0,0,0,1,2,1622,60,0,0,False,False,False,False,False,True,0,56858.19,2,-0.5117319199231887,0.8086657748940275,True
1942,1,47255.49,1,1,63,876,26,176,92,99,247,5,0,8,5,13,0,0,0,0,0,0,3,11,1,UK,New York,785,1,0,1,0,3,1516,83,3,1,False,False,True,False,False,False,2,11813.8725,0,1.1934282989961524,-0.07421826999868604,True
1980,0,31004.62,0,0,2,602,29,709,252,89,388,9,4,0,4,19,0,0,0,1,1,0,3,11,1,Brazil,Berlin,575,1,0,0,0,0,2069,45,0,0,False,False,False,False,False,True,0,31004.62,2,-0.6576017998569758,-1.044002970198201,True
1999,1,32579.8,1,1,29,508,52,610,263,137,469,2,3,6,1,7,1,1,0,0,0,1,3,11,0,UK,London,319,0,1,1,0,3,2039,26,3,0,False,True,True,False,False,False,2,8144.95,3,-0.9034552220254458,-1.184865122025726,True
1981,0,35460.8,0,2,57,545,36,308,260,38,127,0,0,2,6,12,1,1,0,0,1,0,3,11,0,India,London,458,1,1,1,0,0,1314,44,2,0,False,False,False,False,False,False,2,11820.266666666668,1,0.3996827816142949,0.2520888106594135,False
1953,0,46494.9,0,1,12,89,2,115,62,184,1,9,9,3,3,1,0,0,1,0,0,0,3,11,1,USA,São Paulo,353,0,1,1,1,0,453,72,2,1,False,False,True,False,False,False,1,15498.300000000001,2,1.2121219650650872,0.7921936745200472,False
1950,1,66142.68,1,2,71,499,73,571,170,17,40,2,3,4,0,10,1,1,0,1,0,0,3,11,0,India,Berlin,858,0,0,0,0,2,1370,75,3,1,True,False,False,True,False,False,3,16535.67,0,0.43092152277819507,0.09715987580970038,False
1957,1,65906.06,1,2,23,526,95,444,87,121,65,2,3,3,7,4,1,1,1,1,0,1,3,11,1,Brazil,London,302,0,0,1,0,0,1338,68,4,1,False,False,True,False,False,False,3,13181.212,2,-0.09165953246036486,-0.8232408691091987,False
1993,1,25271.49,2,1,68,581,68,445,144,73,288,0,2,0,9,6,0,0,0,1,0,0,3,11,1,Brazil,London,300,0,0,0,0,3,1599,32,4,0,False,False,True,False,False,False,3,5054.298000000001,1,0.38957988439077484,-0.36715278387733585,True
1951,1,39601.5,2,1,6,728,8,458,238,69,452,4,6,8,6,7,1,1,1,0,1,0,3,11,1,USA,New York,624,0,1,0,0,1,1953,74,3,1,True,False,False,False,False,True,3,9900.375,2,0.63059723684797,-2.331150152214518,True
1962,0,39197.58,0,2,50,849,25,396,33,68,121,8,6,8,9,7,1,1,1,0,0,1,3,11,1,UK,Mumbai,978,0,1,0,0,3,1492,63,2,1,False,False,False,False,False,False,2,13065.86,2,0.7436228809719003,-0.24412186878970285,True
1951,0,12026.25,1,0,53,70,34,412,263,194,215,3,0,1,3,10,1,1,1,1,0,1,3,11,1,Brazil,Berlin,678,0,1,0,0,3,1188,74,2,1,True,False,True,False,False,False,1,4008.75,2,2.4034942500725736,0.29749732953090663,False
1952,1,58491.81,1,1,50,641,68,502,248,184,466,1,6,9,0,15,0,0,1,0,1,0,3,11,1,India,New York,852,1,0,0,0,3,2109,73,2,1,False,False,False,True,False,False,2,19497.27,0,-0.2133709401839234,-0.929776924259468,True
1964,0,46307.6,2,2,26,353,79,531,129,46,37,4,0,8,6,4,0,0,1,1,1,0,3,11,1,USA,São Paulo,630,0,1,0,0,3,1175,61,4,1,False,False,False,False,False,True,4,9261.52,0,0.79417590696535,-1.1629776589710574,False
1984,1,48302.86,1,0,11,640,76,290,286,175,28,2,9,5,2,10,0,1,1,1,1,1,3,11,0,Germany,Mumbai,484,1,0,0,0,1,1495,41,1,0,True,False,False,False,False,False,1,24151.43,3,-0.8511096247060941,-0.33558238857692413,True
1990,0,70188.07,0,1,40,632,93,89,110,188,104,3,8,1,7,18,1,1,1,0,0,0,3,11,0,India,São Paulo,420,0,0,1,0,3,1216,35,1,0,True,False,False,False,False,False,1,35094.035,3,-1.584814668890184,0.9343622802987367,False
1997,1,51324.64,0,0,88,181,10,370,299,135,363,6,5,7,9,19,0,1,1,0,1,0,3,11,0,Brazil,Berlin,781,0,1,1,1,3,1358,28,1,0,False,True,False,False,True,False,0,25662.32,1,-1.0118371218528466,2.0758134108070174,False
1958,0,43539.04,0,2,32,124,29,595,57,106,199,3,6,9,5,12,0,0,1,1,1,1,3,11,1,India,New York,933,0,0,1,0,3,1110,67,2,1,True,False,False,True,False,False,2,14513.013333333334,2,0.9036458609663282,-0.10562665551783715,False
1994,0,58581.16,2,1,78,109,20,230,255,24,485,3,9,0,6,18,1,1,0,1,0,1,3,11,0,India,New York,298,0,1,0,1,0,1123,31,3,0,True,False,False,False,False,True,3,14645.29,1,-0.6051083201530131,0.8448166682968962,False
